ID,Positive Event,Total Sends,Total Opens,Unique Opens,Total Clickthroughs,Unique Clickthroughs,Total Page Views,Total Visits,Average Page Time (seconds),Total Page Time (seconds),Total Form Submissions,Title,Job Function,Industry Formula,Region
3979A,0,43,17,1,7,1,9,6,63.44444444,571,3,Senior Solutions Architect - High Performance Computing,Architect,Schools and Education,Americas
3980A,0,23,0,0,0,0,,,,,1,CSO & Head of IT,Other,Corporate Services,Americas
3981A,0,31,1,1,0,0,,,,,1,0,Software Developer / Engineer,Banks,Americas
3982A,0,55,95,1,14,1,129,40,81.27906977,10485,3,0,Software Developer / Engineer,Corporate Services,EMEA
3983A,0,23,5,1,3,1,11,5,20.09090909,221,,Software Architect,Architect,Energy and Environmental,Americas
3984A,0,23,160,1,18,1,140,49,53.87857143,7543,4,Software Security Engineer,Software Developer / Engineer,Telecommunications,Americas
3985A,0,21,77,1,0,0,,,,,1,0,Product / Project Manager,Construction and Building Materials,Americas
3986A,0,,,,,,,,,,,Co-Founder and Chief Technology Officer,DV,Media,Americas
3987A,0,21,0,0,0,0,68,30,69.01470588,4693,1,Director of Engineering,Director / Development Manager,Computer Software,Americas
3988A,0,58,4,1,5,1,66,19,66.53030303,4391,1,Enterprise IT Architect,Architect,Hospitals and Healthcare,Americas
3989A,1,,,,,,,,,,,Manager of Business Applications,Director / Development Manager,Hospitals and Healthcare,Americas
3990A,0,16,60,1,3,1,27,7,19.7037037,532,1,0,Software Developer / Engineer,Banks,Americas
3991A,0,46,20,1,1,1,16,6,101.75,1628,3,0,"Business Executive (CEO, COO, CMO, etc.)",Telecommunications,EMEA
3992A,0,34,2,1,0,0,,,,,1,Co-Founder & Chief Software Engineer,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
3993A,0,74,60,1,18,1,300,81,46.91333333,14074,4,Information Security Engineer,Software Developer / Engineer,Financial Services,Americas
3994A,1,27,0,0,0,0,,,,,,"Senior Director, Application Development",Director / Development Manager,Media,Americas
3995A,1,17,63,1,7,1,93,25,46.23655914,4300,1,Assistant Vice Chancellor of Integrated Planning and Decision Support at University of Colorado,"Business Executive (CEO, COO, CMO, etc.)",Schools and Education,Americas
3996A,0,18,11,1,3,1,22,6,29.31818182,645,3,Chief Operating Officer,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
3997A,0,26,10,1,2,1,668,109,70.48053892,47081,13,Principal Data Architect,Director / Development Manager,Computer Software,Americas
3998A,0,39,125,1,13,1,151,46,100.4304636,15165,16,0,Architect,Computer Software,Americas
3999A,0,35,3,1,0,0,,,,,,Devops Team lead,DV,Corporate Services,Americas
4000A,0,32,5,1,3,1,129,35,53.98449612,6964,3,0,Architect,Computer Software,Americas
4001A,0,33,4,1,1,1,52,12,27.21153846,1415,1,Lead Developer,Software Developer / Engineer,Corporate Services,Americas
4002A,0,7,0,0,0,0,,,,,,Ingénieur Projet Data,Product / Project Manager,Energy and Environmental,EMEA
4003A,0,20,42,1,0,0,,,,,2,0,Architect,Computer Software,APAC
4004A,0,28,3,1,3,1,30,13,37.23333333,1117,8,0,Architect,Automotive,APAC
4005A,0,13,0,0,0,0,,,,,,0,Software Developer / Engineer,0,Americas
4006A,1,36,5,1,1,1,66,11,40.10606061,2647,2,Architect,Architect,Aerospace and Defense,Americas
4007A,0,14,63,1,0,0,,,,,2,Associate Technical Lead,Architect,Computer Software,Americas
4008A,0,28,6,1,2,1,14,3,23,322,1,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",0,EMEA
4009A,0,87,36,1,3,1,90,24,71.43333333,6429,4,0,Software Developer / Engineer,Schools and Education,Americas
4010A,0,38,26,1,2,1,27,3,150.3333333,4059,10,0,Architect,Corporate Services,EMEA
4011A,0,33,17,1,0,0,,,,,2,Chief Architect,Architect,Software & Technology,Americas
4012A,0,45,70,1,0,0,354,155,37.57344633,13301,1,0,Software Developer / Engineer,Transportation,Americas
4013A,0,17,10,1,2,1,19,8,46.05263158,875,2,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",0,Americas
4014A,0,47,35,1,1,1,7,3,26.85714286,188,2,Software Engineer II,Software Developer / Engineer,Computer Software,Americas
4015A,0,67,150,1,33,1,1879,514,90.70196913,170429,16,Scientific Programmer,Software Developer / Engineer,Corporate Services,EMEA
4016A,0,36,25,1,15,1,3105,685,54.78228663,170099,16,Senior Network & Systems Administrator,Software Developer / Engineer,Computer Software,Americas
4017A,0,87,159,1,2,1,49,12,27.40816327,1343,3,0,Architect,Computer Software,Americas
4018A,0,49,17,1,0,0,20,4,45.55,911,2,"Vice President, Technology","IT Executive (CIO, CTO, VP Engineering, etc.)",Financial Services,Americas
4019A,0,19,18,1,0,0,,,,,8,大数据顾问,Software Developer / Engineer,Computer Software,APAC
4020A,0,33,5,1,0,0,95,31,70.51578947,6699,5,DBA,DBA,Corporate Services,Global
4021A,0,28,1,1,2,1,14,6,47.21428571,661,2,Vice President | Lead Technical Expert | Senior Software Developer,"Business Executive (CEO, COO, CMO, etc.)",Banks,EMEA
4022A,0,108,71,1,8,1,1019,348,37.38665358,38097,34,0,Software Developer / Engineer,Media,Americas
4023A,0,10,7,1,0,0,,,,,1,0,Product / Project Manager,Corporate Services,EMEA
4024A,0,10,0,0,0,0,,,,,2,0,Architect,Energy and Environmental,Americas
4025A,0,10,0,0,0,0,15,4,83.46666667,1252,1,0,Product / Project Manager,Computer Software,Americas
4026A,0,32,6,1,4,1,336,100,52.33333333,17584,8,0,Software Developer / Engineer,Financial Services,EMEA
4027A,0,6,0,0,0,0,,,,,,0,DBA,"Leisure, Sports and Recreation",Americas
4028A,0,62,101,1,11,1,1643,410,105.4120511,173192,25,0,Software Developer / Engineer,Media,APAC
4029A,0,,,,,,,,,,,VP of Engineering,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
4030A,0,10,0,0,0,0,,,,,,Sr. Systems Engineer,Software Developer / Engineer,Corporate Services,Americas
4031A,0,9,0,0,0,0,,,,,1,0,Software Developer / Engineer,Industrial Manufacturing and Services,Americas
4032A,0,16,6,1,0,0,,,,,,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",0,Americas
4033A,0,20,11,1,0,0,,,,,3,0,Director / Development Manager,Retail,Americas
4034A,0,10,8,1,2,1,4,2,9.75,39,1,CEO,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,EMEA
4035A,0,15,56,1,6,1,20,11,14.55,291,1,0,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,EMEA
4036A,0,16,4,1,0,0,1120,306,89.66339286,100423,34,0,Software Developer / Engineer,"Civic, Non-Profit and Membership Groups",Americas
4037A,0,8,0,0,0,0,13,5,39.61538462,515,1,Technical Consultant,Architect,Corporate Services,EMEA
4038A,0,41,43,1,1,1,65,30,55.38461538,3600,4,Assistant Vice-President,"Business Executive (CEO, COO, CMO, etc.)",Financial Services,APAC
4039A,0,18,9,1,0,0,,,,,,CEO,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
4040A,0,10,2,1,9,1,53,9,74.94339623,3972,5,ICT Data Architect & Manager,Architect,Government,EMEA
4041A,0,64,118,1,6,1,133,36,33.95488722,4516,30,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,EMEA
4042A,1,5,0,0,0,0,,,,,4,0,Architect,Banks,APAC
4043A,0,23,0,0,0,0,,,,,1,Linux Systems Administrator,Software Developer / Engineer,Corporate Services,Americas
4044A,0,1,0,0,0,0,,,,,,AngularJS Developer,Software Developer / Engineer,Computer Hardware,Americas
4045A,0,3,2,1,0,0,,,,,,Principal Staff Software Engineer,Product / Project Manager,Telecommunications,Americas
4046A,0,49,28,1,3,1,237,56,139.0379747,32952,12,0,Software Developer / Engineer,0,EMEA
4047A,0,18,0,0,0,0,,,,,1,Senior Enterprise Architect,Architect,Insurance,EMEA
4048A,0,20,2,1,0,0,4,1,21.75,87,1,"Vice President, Business Development","IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,EMEA
4049A,0,19,16,1,6,1,137,39,104.0218978,14251,8,Architect,Architect,Automotive,EMEA
4050A,0,20,11,1,1,1,63,24,49.28571429,3105,3,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,EMEA
4051A,0,20,1,1,0,0,,,,,1,IBM - System Software Client Architect,Architect,Corporate Services,Americas
4052A,0,19,2,1,0,0,34,7,30.44117647,1035,1,0,Architect,Schools and Education,Americas
4053A,0,3,7,1,0,0,,,,,,Solution Program Manager,Product / Project Manager,Electronics,EMEA
4054A,0,60,166,1,15,1,591,130,91.04568528,53808,9,0,Software Developer / Engineer,Energy and Environmental,EMEA
4055A,0,12,0,0,0,0,133,30,20.26315789,2695,7,System Admin,DBA,Telecommunications,EMEA
4056A,1,26,3,1,0,0,,,,,1,0,Architect,Retail,EMEA
4057A,0,43,9,1,0,0,105,22,140.4095238,14743,2,Director of Data Services,Director / Development Manager,Hospitals and Healthcare,Americas
4058A,1,23,0,0,0,0,,,,,2,Sr. Manager Operations,Technical Operations,Financial Services,Americas
4059A,0,20,107,1,1,1,46,15,94.60869565,4352,2,0,Software Developer / Engineer,0,APAC
4060A,0,1,0,0,0,0,,,,,1,0,Other,Aerospace and Defense,Americas
4061A,0,19,3,1,1,1,72,8,51.63888889,3718,2,CEO,"Business Executive (CEO, COO, CMO, etc.)",0,EMEA
4062A,0,68,6,1,0,0,,,,,1,0,Director / Development Manager,Insurance,Americas
4063A,0,9,38,1,8,1,258,84,62.59689922,16150,,0,0,Financial Services,Americas
4064A,0,13,0,0,0,0,65,23,79.13846154,5144,1,0,Technical Operations,Computer Software,Americas
4065A,1,81,47,1,6,1,263,100,96.85931559,25474,22,Senior Principal / Architect,Director / Development Manager,Corporate Services,Americas
4066A,0,55,156,1,8,1,612,316,59.20751634,36235,8,0,Software Developer / Engineer,Corporate Services,EMEA
4067A,0,9,35,1,1,1,85,22,59.09411765,5023,2,0,Software Developer / Engineer,Construction and Building Materials,Americas
4068A,0,5,6,1,0,0,11,5,42.45454545,467,1,0,Other,0,Americas
4069A,0,7,7,1,0,0,,,,,,Director of Software Engineering,Director / Development Manager,Telecommunications,Americas
4070A,0,17,16,1,0,0,651,258,80.19508449,52207,1,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Consumer Services,Americas
4071A,0,10,5,1,0,0,34,7,43.14705882,1467,1,Vice President of R&D,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,EMEA
4072A,0,9,0,0,0,0,13,4,16.23076923,211,1,Technical Director,Director / Development Manager,Corporate Services,EMEA
4073A,0,42,50,1,19,1,59,19,35.98305085,2123,18,Solution Architect,Architect,Telecommunications,EMEA
4074A,0,27,87,1,1,1,10,5,29,290,1,CEO,"Business Executive (CEO, COO, CMO, etc.)",Telecommunications,Americas
4075A,0,18,23,1,0,0,,,,,3,Lead architect,Architect,0,EMEA
4076A,1,,,,,,,,,,,President,"Business Executive (CEO, COO, CMO, etc.)",Schools and Education,Americas
4077A,0,24,21,1,2,1,48,13,38.4375,1845,3,0,Other,Corporate Services,EMEA
4078A,0,42,25,1,0,0,88,40,92.79545455,8166,5,Head - Product Development in Automated Parking & Logistics,Director / Development Manager,Electronics,APAC
4079A,0,20,14,1,0,0,,,,,1,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
4080A,0,5,0,0,0,0,,,,,,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
4081A,0,22,77,1,3,1,321,102,95.0529595,30512,2,Software Developer,Software Developer / Engineer,Media,EMEA
4082A,0,32,6,1,6,1,45,11,41.64444444,1874,8,IT Technical Analyst,Software Developer / Engineer,Banks,EMEA
4083A,0,15,0,0,0,0,8,1,86.5,692,1,0,Other,Government,Americas
4084A,0,16,4,1,0,0,6,3,63.33333333,380,1,0,Other,Consumer Product Manufacturing,Americas
4085A,0,25,4,1,2,1,109,19,77.49541284,8447,4,"Associate Director, Technology",Architect,Corporate Services,APAC
4086A,0,16,26,1,0,0,,,,,1,0,Business Development / Alliance Manager,Corporate Services,Americas
4087A,0,18,3,1,0,0,29,6,52.82758621,1532,1,0,Architect,Financial Services,APAC
4088A,0,8,18,1,1,1,2,2,0,0,3,0,Architect,Corporate Services,EMEA
4089A,0,20,32,1,0,0,,,,,2,0,Architect,Computer Software,EMEA
4090A,1,,,,,,,,,,,"Sr.Manager, IT Operations Systems Team",Director / Development Manager,Automotive,Americas
4091A,0,12,0,0,0,0,,,,,,Senior JavaScript Developer,Software Developer / Engineer,Automotive,EMEA
4092A,0,20,12,1,3,1,35,10,55.34285714,1937,3,Seniorutvikler,Director / Development Manager,Media,EMEA
4093A,0,5,8,1,0,0,280,101,56.425,15799,1,Chief Architect,"IT Executive (CIO, CTO, VP Engineering, etc.)",Hospitals and Healthcare,Americas
4094A,0,41,22,1,0,0,21,2,34.14285714,717,4,Project Engineer,Software Developer / Engineer,Industrial Manufacturing and Services,Americas
4095A,0,18,0,0,0,0,46,24,70.04347826,3222,1,R&D Software Engineer,0,Aerospace and Defense,Americas
4096A,0,4,9,1,1,1,36,13,66.97222222,2411,1,0,Director / Development Manager,Computer Software,Americas
4097A,0,13,0,0,0,0,,,,,1,0,Architect,Computer Software,Americas
4098A,0,20,0,0,1,1,713,198,74.71809257,53274,6,0,Data Scientist,Corporate Services,EMEA
4099A,0,63,144,1,9,1,115,32,32.89565217,3783,10,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,EMEA
4100A,0,60,66,1,11,1,555,139,68.85585586,38215,9,Application Engineer,Software Developer / Engineer,Financial Services,EMEA
4101A,0,15,0,0,0,0,,,,,,CIO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
4102A,0,10,19,1,0,0,29,18,96,2784,1,System Administration,DBA,0,Americas
4103A,0,18,2,1,0,0,,,,,,Head of Proposition Development,Director / Development Manager,Insurance,EMEA
4104A,0,33,13,1,1,1,57,13,61.1754386,3487,1,Manager Data Services,"Business Executive (CEO, COO, CMO, etc.)",Food and Beverage,Americas
4105A,0,48,154,1,7,1,287,72,73.44599303,21079,3,高级架构师,Architect,0,APAC
4106A,0,28,98,1,1,1,16,6,27.875,446,,0,Software Developer / Engineer,Media,Americas
4107A,0,39,2,1,2,1,27,11,143.8518519,3884,1,"Manager, Software Development",Software Developer / Engineer,Financial Services,Americas
4108A,0,23,16,1,2,1,11,5,12.81818182,141,2,0,Director / Development Manager,Automotive,Americas
4109A,0,12,4,1,0,0,,,,,,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,Americas
4110A,0,12,4,1,0,0,,,,,,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,Americas
4111A,0,22,0,0,0,0,73,19,45.61643836,3330,4,Architect,Architect,Computer Software,Americas
4112A,0,,,,,,96,15,78.6875,7554,,0,Product / Project Manager,0,EMEA
4113A,1,58,0,0,0,0,299,74,60.72575251,18157,3,0,Software Developer / Engineer,"Leisure, Sports and Recreation",APAC
4114A,0,26,5,1,1,1,2,1,1.5,3,2,"Manager, DevOps",Architect,Financial Services,Americas
4115A,0,71,320,1,13,1,264,56,103.030303,27200,6,Director of Legacy Center Technology,Director / Development Manager,"Civic, Non-Profit and Membership Groups",EMEA
4116A,0,14,16,1,1,1,7,2,14.57142857,102,1,President,"Business Executive (CEO, COO, CMO, etc.)",Construction and Building Materials,Americas
4117A,0,2,0,0,0,0,,,,,,0,0,Computer Software,Americas
4118A,0,8,2,1,0,0,4,2,31.75,127,1,0,Technical Operations,Computer Software,Americas
4119A,1,124,3,1,3,1,2140,520,82.32383178,176173,138,Manager of Database Engineering - Shared Services,"Business Executive (CEO, COO, CMO, etc.)",Financial Services,Americas
4120A,0,9,2,1,0,0,66,22,44.16666667,2915,3,Director Software Development,Director / Development Manager,Computer Software,Americas
4121A,0,83,59,1,3,1,550,129,75.41818182,41480,7,0,DBA,0,Americas
4122A,0,23,0,0,0,0,,,,,1,0,Software Developer / Engineer,Computer Software,Americas
4123A,0,44,0,0,0,0,12,3,66.58333333,799,1,0,Software Developer / Engineer,Construction and Building Materials,EMEA
4124A,0,11,0,0,0,0,,,,,,Data Quality Inspector,"IT Executive (CIO, CTO, VP Engineering, etc.)",Government,Americas
4125A,0,16,5,1,0,0,,,,,1,0,Other,Corporate Services,Americas
4126A,0,27,27,1,8,1,153,69,79.26797386,12128,1,Admin Sys,DBA,Media,EMEA
4127A,0,12,81,1,4,1,19,9,106.8947368,2031,4,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,EMEA
4128A,0,7,2,1,0,0,14,4,30.21428571,423,1,0,Other,Energy and Environmental,EMEA
4129A,0,21,44,1,4,1,389,95,55.63239075,21641,1,0,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,EMEA
4130A,0,10,20,1,3,1,10,5,32.1,321,1,CFO,"Business Executive (CEO, COO, CMO, etc.)",0,EMEA
4131A,0,4,8,1,0,0,508,157,84.34448819,42847,2,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,EMEA
4132A,0,27,1,1,1,1,71,23,64.88732394,4607,2,0,Director / Development Manager,0,APAC
4133A,0,2,2,1,1,1,1,1,0,0,1,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",0,Americas
4134A,0,8,0,0,1,1,39,18,31.25641026,1219,10,0,Architect,Consumer Product Manufacturing,APAC
4135A,0,31,44,1,2,1,818,91,108.8337408,89026,3,0,DBA,Banks,Americas
4136A,0,53,14,1,5,1,51,31,48.62745098,2480,4,0,Software Developer / Engineer,Consumer Product Manufacturing,EMEA
4137A,0,0,37,1,4,1,78,25,62.30769231,4860,8,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",0,Americas
4138A,1,3,0,0,0,0,,,,,1,"Director, Technical Operations",Director / Development Manager,Computer Software,Americas
4139A,1,15,74,1,2,1,428,71,91.98364486,39369,5,0,Technical Operations,"Leisure, Sports and Recreation",Americas
4140A,0,15,161,1,0,0,240,63,75.79166667,18190,3,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",0,EMEA
4141A,0,7,2,1,0,0,,,,,,Media Technology Engineer,Software Developer / Engineer,Media,Americas
4142A,1,71,49,1,10,1,10,8,1,10,18,Software Developer,Software Developer / Engineer,Holding Companies,EMEA
4143A,0,26,48,1,1,1,9,3,11.66666667,105,1,founder and cto,"IT Executive (CIO, CTO, VP Engineering, etc.)",0,EMEA
4144A,0,47,99,1,2,1,50,20,68.14,3407,6,Technical Architect,Architect,Government,EMEA
4145A,0,0,13,1,1,1,52,15,105.5384615,5488,4,0,DBA,Pharmaceuticals and Biotechnology,Americas
4146A,0,2,6,1,0,0,,,,,,Partner,Business Development / Alliance Manager,Software & Technology,EMEA
4147A,0,22,10,1,0,0,,,,,,"Manager, IT Business Solutions",Director / Development Manager,Energy and Environmental,Americas
4148A,0,1,0,0,0,0,12,7,7.583333333,91,,PROJECT MANAGER,Product / Project Manager,Computer Hardware,EMEA
4149A,0,48,332,1,15,1,706,248,112.121813,79158,8,Gerant,"IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,EMEA
4150A,1,9,5,1,4,1,35,9,58.31428571,2041,2,Decision Support Server Project Manager,Product / Project Manager,Hospitals and Healthcare,Americas
4151A,0,26,0,0,0,0,27,10,20.77777778,561,2,"Manager, IT",Director / Development Manager,Insurance,Americas
4152A,0,53,68,1,17,1,374,112,62.29144385,23297,16,0,Software Developer / Engineer,Electronics,APAC
4153A,0,2,0,0,0,0,,,,,,Associate Vice-president (students And Learning) And Dean Of Students,"Business Executive (CEO, COO, CMO, etc.)",Schools and Education,Americas
4154A,1,17,16,1,1,1,149,33,120.4026846,17940,6,Teamleiter Energy Solutions,Other,Energy and Environmental,EMEA
4155A,0,23,8,1,0,0,262,119,98.09541985,25701,1,0,Software Developer / Engineer,0,EMEA
4156A,0,26,42,1,0,0,201,136,163.7263682,32909,3,0,"Business Executive (CEO, COO, CMO, etc.)",0,Americas
4157A,0,7,22,1,0,0,,,,,1,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,Americas
4158A,0,10,30,1,1,1,18,3,60.66666667,1092,1,CEO,"Business Executive (CEO, COO, CMO, etc.)",0,EMEA
4159A,0,13,0,0,0,0,6,2,79,474,1,0,Business Development / Alliance Manager,0,APAC
4160A,0,26,73,1,5,1,26,13,28.61538462,744,,Product Director,Director / Development Manager,Computer Software,EMEA
4161A,0,34,15,1,0,0,,,,,2,Senior Web Developer,Software Developer / Engineer,Consumer Services,Americas
4162A,0,20,2,1,0,0,90,23,74.83333333,6735,8,Technical Director,Director / Development Manager,Industrial Manufacturing and Services,EMEA
4163A,0,30,50,1,16,1,53,15,30.79245283,1632,9,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,EMEA
4164A,0,28,19,1,0,0,243,80,80,19440,37,"Partner, Practice Leader",Business Development / Alliance Manager,0,EMEA
4165A,0,74,131,1,5,1,23,7,39.08695652,899,5,Enterprise Systems Architect,Architect,Insurance,Americas
4166A,0,31,10,1,2,1,114,16,49.71052632,5667,3,Data/VDP Programmer,Software Developer / Engineer,Corporate Services,Americas
4167A,0,18,84,1,0,0,2,2,0,0,2,0,Software Developer / Engineer,Computer Software,EMEA
4168A,0,36,8,1,1,1,13,8,17.61538462,229,2,MD and Founder,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,EMEA
4169A,0,3,0,0,0,0,,,,,,VP,"Business Executive (CEO, COO, CMO, etc.)",Financial Services,Americas
4170A,0,27,8,1,0,0,2,1,50,100,2,0,Data Scientist,Computer Software,EMEA
4171A,0,50,31,1,4,1,95,37,40.23157895,3822,4,IT Manager,Director / Development Manager,Financial Services,EMEA
4172A,0,15,6,1,2,1,5,3,2,10,1,Digital Architect,Architect,"Leisure, Sports and Recreation",EMEA
4173A,0,19,0,0,0,0,295,56,120.8508475,35651,1,Senior Software Developer,Software Developer / Engineer,Corporate Services,Americas
4174A,0,33,0,0,1,1,3,3,0,0,1,Chief Technology Officer,"IT Executive (CIO, CTO, VP Engineering, etc.)",Construction and Building Materials,Americas
